iter	RMSE
499	3.753297449
500	3.750386479
501	3.749653592
502	3.747562598
503	3.744475442
504	3.740702032
505	3.739566281
506	3.73458933
507	3.734468616
508	3.728903105
509	3.726296129
510	3.725932184
511	3.721397292
512	3.717130343
513	3.71370195
514	3.712710547
515	3.70937205
516	3.708526535
517	3.706175555
518	3.703954153
519	3.700438178
520	3.697721839
521	3.693511403
522	3.69205475
523	3.688646727
524	3.686248236
525	3.684447369
526	3.683318257
527	3.679340154
528	3.676545559
529	3.672626637
530	3.66906265
531	3.665652861
532	3.664039757
533	3.661900326
534	3.657473027
535	3.65515189
536	3.650830994
537	3.647240202
538	3.643187561
539	3.641392903
540	3.638149652
541	3.63627461
542	3.633552153
543	3.628778401
544	3.624948597
545	3.62465182
546	3.623367591
547	3.620550461
548	3.617150582
549	3.615436319
550	3.612155862
551	3.610758577
552	3.609892167
553	3.607820427
554	3.604651792
555	3.604234046
556	3.601051374
557	3.600003514
558	3.598142874
559	3.595799602
560	3.593541171
561	3.590548231
562	3.590026941
563	3.586894439
564	3.582343079
565	3.580846581
566	3.580480059
567	3.57651018
568	3.573506956
569	3.571489113
570	3.569028761
571	3.565568201
572	3.561441442
573	3.558369633
574	3.555359806
575	3.551136234
576	3.547654795
577	3.544061129
578	3.540654825
579	3.538667701
580	3.536314801
581	3.53349345
582	3.531203141
583	3.526834794
584	3.525406383
585	3.522719752
586	3.519470593
587	3.516765893
588	3.514382936
589	3.512400399
590	3.510085208
591	3.5075501
592	3.506734438
593	3.506189186
594	3.5034387
595	3.502240607
596	3.498425911
597	3.496385941
598	3.495348562
599	3.492541804
600	3.490950667
601	3.488565617
602	3.486250204
603	3.484045063
604	3.483314342
605	3.482277463
606	3.482114271
607	3.48120022
608	3.480194602
609	3.479357609
610	3.47814516
611	3.476184679
612	3.475412743
613	3.472251375
614	3.470089363
615	3.467602932
616	3.466374293
617	3.462557563
618	3.462042975
619	3.458284343
620	3.455108804
621	3.451792534
622	3.449070743
623	3.446333768
624	3.443639828
625	3.442816314
626	3.442738842
627	3.441733576
628	3.437713279
629	3.436531124
630	3.433740855
631	3.430507249
632	3.429921024
633	3.426647527
634	3.422536035
635	3.420448828
636	3.418359401
637	3.413516578
638	3.412494243
639	3.411614741
640	3.408622093
641	3.406908047
642	3.406469555
643	3.406311961
644	3.404173087
645	3.400655277
646	3.398407301
647	3.395742918
648	3.393390615
649	3.392119218
650	3.38836087
651	3.384723137
652	3.381054554
653	3.378554158
654	3.37768528
655	3.375548742
656	3.372036965
657	3.371901321
658	3.371796942
659	3.370752052
660	3.370649935
661	3.369246842
662	3.367440412
663	3.367126442
664	3.36466749
665	3.363248646
666	3.360838551
667	3.357568913
668	3.35387022
669	3.353798875
670	3.350540015
671	3.350468498
672	3.348413512
673	3.346319937
674	3.344300369
675	3.343117085
676	3.340745261
677	3.339755272
678	3.33781227
679	3.337398116
680	3.335369431
681	3.33529982
682	3.332275077
683	3.33165257
684	3.328656457
685	3.327595922
686	3.326404899
687	3.324106063
688	3.321951892
689	3.318801896
690	3.316752644
691	3.315735866
692	3.314900213
693	3.312839638
694	3.311834215
695	3.309589893
696	3.306825548
697	3.30428839
698	3.303779738
699	3.303524435
700	3.303412327
701	3.300315615
702	3.296846479
703	3.295234651
704	3.292595195
705	3.29100545
706	3.289248671
707	3.287344558
708	3.28412913
709	3.282440473
710	3.27968008
711	3.275846331
712	3.273447159
713	3.270007949
714	3.268510929
715	3.267754816
716	3.266763711
717	3.265004691
718	3.26491569
719	3.262488796
720	3.261789494
721	3.25957396
722	3.258733885
723	3.257369442
724	3.256721399
725	3.254297179
726	3.253113634
727	3.252095323
728	3.249999095
729	3.248267776
730	3.247386144
731	3.246154288
732	3.242763263
733	3.240676368
734	3.238679815
735	3.237524164
736	3.237418121
737	3.235021547
738	3.233936732
739	3.230926553
740	3.228585596
741	3.225642208
742	3.223270842
743	3.222292165
744	3.21962235
745	3.217836473
746	3.215609284
747	3.213562775
748	3.211639778
749	3.209776487
750	3.207653683
751	3.205492489
752	3.205122701
753	3.202228976
754	3.199222167
755	3.198364204
756	3.194808663
757	3.191782954
758	3.189982192
759	3.187894998
760	3.187126545
761	3.183511878
762	3.181307219
763	3.178918588
764	3.178815835
765	3.17564171
766	3.174045739
767	3.17083565
768	3.16792983
769	3.167827383
770	3.166111281
771	3.162852127
772	3.159743372
773	3.157750774
774	3.156797769
775	3.153650848
776	3.150565996
777	3.147981143
778	3.145271782
779	3.144951211
780	3.142591781
781	3.141645646
782	3.141544455
783	3.138024119
784	3.137948164
785	3.137181173
786	3.135950984
787	3.133744817
788	3.130750223
789	3.129603931
790	3.129529904
791	3.12936306
792	3.127221163
793	3.126570256
794	3.124714718
795	3.121934418
796	3.120208451
797	3.119947728
798	3.11802116
799	3.116181633
800	3.112638317
801	3.110544361
802	3.108703998
803	3.107513856
804	3.105866686
805	3.102844802
806	3.101763773
807	3.100286463
808	3.098482152
809	3.097005698
810	3.095941496
811	3.09417053
812	3.09230149
813	3.090525021
814	3.09046825
815	3.089465163
816	3.086985662
817	3.085852404
818	3.082084951
819	3.080194046
820	3.078034058
821	3.075963337
822	3.07391243
823	3.071759094
824	3.071429794
825	3.069165416
826	3.067232123
827	3.066491861
828	3.065765398
829	3.06520078
830	3.064592771
831	3.063485978
832	3.061569728
833	3.061508012
834	3.060284281
835	3.057663749
836	3.056201572
837	3.054314458
838	3.053648601
839	3.052056564
840	3.05112735
841	3.048313235
842	3.048187066
843	3.044820382
844	3.044185798
845	3.040471816
846	3.037805171
847	3.037291419
848	3.035001805
849	3.033522891
850	3.031340175
851	3.030650897
852	3.03012758
853	3.029660058
854	3.028843008
855	3.02599281
856	3.023335668
857	3.021473737
858	3.020373714
859	3.016593649
860	3.014749965
861	3.013762622
862	3.011166734
863	3.009898077
864	3.009785684
865	3.009118942
866	3.009067027
867	3.007141266
868	3.006789954
869	3.003988228
870	3.001619242
871	2.999865664
872	2.999517452
873	2.998296814
874	2.997404972
875	2.99564974
876	2.994461151
877	2.994401815
878	2.991652375
879	2.991154115
880	2.989151691
881	2.988865467
882	2.988013625
883	2.987252215
884	2.984732119
885	2.982993449
886	2.981986267
887	2.981889874
888	2.980640466
889	2.976593765
890	2.974371589
891	2.972379517
892	2.970234944
893	2.970081669
894	2.967389736
895	2.966374966
896	2.964210406
897	2.962679336
898	2.961568985
899	2.959770721
900	2.959093631
901	2.957423801
902	2.955946427
903	2.954465803
904	2.952333892
905	2.949883439
906	2.948175709
907	2.946955026
908	2.945394712
909	2.943108457
910	2.943052839
911	2.943030337
912	2.941870608
913	2.937832477
914	2.935227203
915	2.932887796
916	2.931377506
917	2.931272393
918	2.927978379
919	2.927054584
920	2.925449361
921	2.925355085
922	2.924519453
923	2.9219545
924	2.920328707
925	2.919606024
926	2.918648964
927	2.915292238
928	2.914719745
929	2.91401606
930	2.913253041
931	2.913227337
932	2.912008622
933	2.909371325
934	2.909311664
935	2.908225887
936	2.907863693
937	2.906157499
938	2.905489188
939	2.90329991
940	2.903036405
941	2.902118227
942	2.900928766
943	2.900053499
944	2.898680328
945	2.897773276
946	2.897200387
947	2.897176838
948	2.895040266
949	2.894176771
950	2.891083527
951	2.887956882
952	2.88563946
953	2.885616428
954	2.884612123
955	2.884570628
956	2.881175578
957	2.881087541
958	2.880657985
959	2.880080619
960	2.880042375
961	2.877651598
962	2.876976803
963	2.874890737
964	2.874849345
965	2.871587473
966	2.871048005
967	2.867933426
968	2.865833637
969	2.864663552
970	2.864448812
971	2.862926362
972	2.862474132
973	2.860285668
974	2.85786897
975	2.856074058
976	2.855357065
977	2.853536118
978	2.852308611
979	2.852290093
980	2.85224551
981	2.851375041
982	2.850978641
983	2.850286182
984	2.849686826
985	2.847969845
986	2.847304223
987	2.847061119
988	2.84419463
989	2.842974369
990	2.840878332
991	2.840747023
992	2.838431954
993	2.837300851
994	2.834467794
995	2.832904142
996	2.830478472
997	2.829917187
998	2.8292993
999	2.828576371
